instruction,intent,category,tags,response
I want assistance submitting a notification of fucking explicit content,report_inappropiate_content,CONTENT,BLW,"To report content that you find to be inappropriate on our platform, please adhere to the following instructions:

1. Visit {{WEBSITE_URL}}.
2. Identify the specific content that you believe requires attention.
3. Access the {{REPORT_SECTION}} which is typically positioned adjacent to the content (look for the {{FLAG_ICON}} symbol).
4. Pick the {{REPORT_INAPPROPRIATE_CONTENT_OPTION}} from the dropdown list.
5. Indicate the most relevant cause for your report from the available selections.
6. Input any additional context or details requested and proceed to submit your report.

Our dedicated team will assess your report and take appropriate steps in accordance with our community standards."
wanna submit a notification of fucking inappropiate content where could i do it,report_inappropiate_content,CONTENT,BCILPQW,"To report inappropriate content on our platform, please follow these steps:

1. Visit {{WEBSITE_URL}}.
2. Identify the specific content that you would like to bring to our attention.
3. Access the {{REPORT_SECTION}}, which is typically found in proximity to the content (look for the {{FLAG_ICON}}).
4. Choose the {{REPORT_INAPPROPRIATE_CONTENT_OPTION}} from the available options in the menu.
5. Indicate the reason that best describes your report from the choices provided.
6. If needed, include any additional information to aid in your report and then submit.

Our dedicated team will carefully assess your report and take appropriate measures in accordance with our community standards."
id like to report inappropiate content could i get some help,report_inappropiate_content,CONTENT,BCIPQ,"To report inappropriate content on our platform, please adhere to the following process:

1. Visit {{WEBSITE_URL}}.
2. Identify the specific content that you wish to report.
3. Access the {{REPORT_SECTION}} area typically located adjacent to the content (indicated by a {{FLAG_ICON}}).
4. Choose the {{REPORT_INAPPROPRIATE_CONTENT_OPTION}} option available in the drop-down menu.
5. Select the reason that best fits your report from the list provided.
6. If necessary, include any supplementary details required and proceed to submit your report.

Our dedicated team will evaluate your submission and take appropriate measures as outlined in our community standards."
where to notify of copyright ifringement,report_copyright_infringement,CONTENT,BILQZ,"To formally report copyright infringement, please adhere to the following procedure:

1. Access our official website at {{WEBSITE_URL}}.
2. Proceed to the {{COPYRIGHT_SECTION}} section found in the main menu.
3. Select the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} option presented on the page.
4. Complete the requisite fields, ensuring to include specific details about the infringement.
5. Submit the completed report for our examination.

Once we receive your submission, it will be assessed promptly, and necessary actions will be taken in line with our established guidelines."
"I'd like to report fucking copyright infringemwnt, could you help me?",report_copyright_infringement,CONTENT,BCIPWZ,"To address copyright infringement concerns, please adhere to the following guidelines:

1. Navigate to our official website at {{WEBSITE_URL}}.
2. Proceed to the {{COPYRIGHT_SECTION}} section of the site.
3. Identify and select the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} option available.
4. Complete the necessary fields with relevant information about the infringement.
5. Once filled, submit the form for our assessment.

Your report will receive prompt attention, and we will take necessary steps in compliance with our established policies."
"I want to report explicit content, where to do it?",report_inappropiate_content,CONTENT,BCIL,"To report explicit content on our platform, please adhere to the following guidelines:

1. Access {{WEBSITE_URL}}.
2. Identify the specific content that you intend to report.
3. Click on the {{REPORT_SECTION}} option, which is typically positioned adjacent to the content (look for the {{FLAG_ICON}} symbol).
4. From the provided menu, select the {{REPORT_INAPPROPRIATE_CONTENT_OPTION}} choice.
5. Indicate the reason that best fits your report from the available selections.
6. If necessary, include any supplementary details as requested and proceed with submitting your report.

Our dedicated team will thoroughly examine your report and take appropriate measures in accordance with our community standards."
i want assistance reporting fucking copyright violation,report_copyright_infringement,CONTENT,BLQW,"To initiate a report for copyright infringement, please adhere to the following procedure:

1. Go to our official website at {{WEBSITE_URL}}.
2. Find and select the {{COPYRIGHT_SECTION}} area.
3. Click on the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} link.
4. Provide the necessary details regarding the infringement in the form.
5. Submit your completed form for our examination.

Your submission will be carefully assessed, and we will take appropriate measures in accordance with our established guidelines."
ned to report fucking copyright infringement where could i do it,report_copyright_infringement,CONTENT,BCIPQWZ,"To address a case of copyright infringement, please adhere to the following steps:

1. Access our official website at {{WEBSITE_URL}}.
2. Proceed to the {{COPYRIGHT_SECTION}} area.
3. Find and select the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} option.
4. Complete the necessary fields with accurate information regarding the infringement.
5. Submit the report for our evaluation.

Once we receive your submission, it will be assessed in line with our established protocols, and you will be informed of any relevant actions taken."
i have to notify of fucking explicity content how to do it,report_inappropiate_content,CONTENT,BCILQWZ,"To report inappropriate content, please adhere to the following guidelines:

1. Access our platform via {{WEBSITE_URL}}.
2. Proceed to the {{INAPPROPRIATE_CONTENT_SECTION}} section.
3. Identify and select the {{REPORT_INAPPROPRIATE_CONTENT_OPTION}} option.
4. Complete the necessary fields, detailing the explicit content in question.
5. Submit your report for assessment.

Your submission will be reviewed thoroughly, and we will ensure that appropriate measures are implemented in accordance with our regulations."
i want assistance reporting copyright violation,report_copyright_infringement,CONTENT,BLQ,"To initiate the process of reporting a copyright violation, please adhere to the following steps:

1. Please access our official website at {{WEBSITE_URL}}.
2. Proceed to the {{COPYRIGHT_SECTION}} area.
3. Find and select the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} option.
4. Complete the necessary details regarding the infringement as requested.
5. Submit your report for evaluation.

Upon submission, your report will be carefully reviewed, and we will take the required actions in line with our established policies."
wanna notify of fucking copyright violation were do i do it,report_copyright_infringement,CONTENT,BCILQWZ,"To report copyright infringement, please follow these steps:

1. Access our official website at {{WEBSITE_URL}}.
2. Proceed to the {{COPYRIGHT_SECTION}} area.
3. Find and click on the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} link.
4. Complete the necessary fields, providing specific details about the infringement.
5. Submit the completed form for our evaluation.

Once we receive your submission, we will thoroughly review your report and ensure that appropriate measures are implemented in accordance with our established policies."
